video_id,class,variant,score_maps,score_sha256,frames,block_grid,seed,device,input_video,rat_output_dir,rat_sigma,delta,top_k
Diving_v_Diving_g01_c01,Diving,no_trajectory,experiments_icassp4_ablation_scores_20260905/Diving_v_Diving_g01_c01/score_maps_no_trajectory.npy,825f50e73184c4a69ff134b617b39bdd66ac87e2e275f1016a99dd5a3294597c,259,14,42,cuda,data/ucf101_rescue/UCF-101/Diving/v_Diving_g01_c01.avi,data/backend_inputs/Diving_v_Diving_g01_c01/seed_42/rat_dp,183.3670958821,0.0001,20
Diving_v_Diving_g01_c01,Diving,videomae_only,experiments_icassp4_ablation_scores_20260905/Diving_v_Diving_g01_c01/score_maps_videomae_only.npy,3e75c24a9a1005fea12efdd91511c63c1930d07e02dc5f03023b7daf4c161127,259,14,42,cuda,data/ucf101_rescue/UCF-101/Diving/v_Diving_g01_c01.avi,data/backend_inputs/Diving_v_Diving_g01_c01/seed_42/rat_dp,183.3670958821,0.0001,20
Diving_v_Diving_g02_c01,Diving,no_trajectory,experiments_icassp4_ablation_scores_20260905/Diving_v_Diving_g02_c01/score_maps_no_trajectory.npy,41e3bc85cd6bde31ea7f03eb248dccc45f5caf5160f2a902d913048025cc2c52,134,14,42,cuda,data/ucf101_rescue/UCF-101/Diving/v_Diving_g02_c01.avi,data/backend_inputs/Diving_v_Diving_g02_c01/seed_42/rat_dp,131.893661218,0.0001,20
Diving_v_Diving_g02_c01,Diving,videomae_only,experiments_icassp4_ablation_scores_20260905/Diving_v_Diving_g02_c01/score_maps_videomae_only.npy,d77f94035c865402455078921defb8e237ec36acf4a3dc197e9013bdd0ea3e90,134,14,42,cuda,data/ucf101_rescue/UCF-101/Diving/v_Diving_g02_c01.avi,data/backend_inputs/Diving_v_Diving_g02_c01/seed_42/rat_dp,131.893661218,0.0001,20
Diving_v_Diving_g03_c01,Diving,no_trajectory,experiments_icassp4_ablation_scores_20260905/Diving_v_Diving_g03_c01/score_maps_no_trajectory.npy,b4516694eb97faa0985959f71779394736fff85e5c637a3ddf0051f078a98665,190,14,42,cuda,data/ucf101_rescue/UCF-101/Diving/v_Diving_g03_c01.avi,data/backend_inputs/Diving_v_Diving_g03_c01/seed_42/rat_dp,157.8781901261,0.0001,20
Diving_v_Diving_g03_c01,Diving,videomae_only,experiments_icassp4_ablation_scores_20260905/Diving_v_Diving_g03_c01/score_maps_videomae_only.npy,7696b6d825df4656adae270b2f92c399759ea412dec0ab2c01e0c9ac780d74d8,190,14,42,cuda,data/ucf101_rescue/UCF-101/Diving/v_Diving_g03_c01.avi,data/backend_inputs/Diving_v_Diving_g03_c01/seed_42/rat_dp,157.8781901261,0.0001,20
Diving_v_Diving_g04_c01,Diving,no_trajectory,experiments_icassp4_ablation_scores_20260905/Diving_v_Diving_g04_c01/score_maps_no_trajectory.npy,aaa2e51afd25df95d36bfe2844fd576f46fe9265eefa6eec9807df82d076c72b,106,14,42,cuda,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp,117.3071429085,0.0001,20
Diving_v_Diving_g04_c01,Diving,videomae_only,experiments_icassp4_ablation_scores_20260905/Diving_v_Diving_g04_c01/score_maps_videomae_only.npy,0d39867de863eb687c0e05045e39113325d304176ab0845ff8997e1d8eb6f5c3,106,14,42,cuda,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp,117.3071429085,0.0001,20
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,no_trajectory,experiments_icassp4_ablation_scores_20260905/WalkingWithDog_v_WalkingWithDog_g01_c01/score_maps_no_trajectory.npy,c9ba85971e6e3c384c7d59827b3666da94836e19501df002756542a1913f6206,240,14,42,cuda,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp,176.5131826432,0.0001,20
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,videomae_only,experiments_icassp4_ablation_scores_20260905/WalkingWithDog_v_WalkingWithDog_g01_c01/score_maps_videomae_only.npy,700b7e6e3a7b064755e2435bbe8135a5b7ad3daff3af71a19b33777e0f263b01,240,14,42,cuda,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp,176.5131826432,0.0001,20
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,no_trajectory,experiments_icassp4_ablation_scores_20260905/WalkingWithDog_v_WalkingWithDog_g02_c01/score_maps_no_trajectory.npy,f8711418a383f01553b326dbaaee8f03aa4ef2367c2d9faaf12464187a8923ec,240,14,42,cuda,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp,176.5131826432,0.0001,20
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,videomae_only,experiments_icassp4_ablation_scores_20260905/WalkingWithDog_v_WalkingWithDog_g02_c01/score_maps_videomae_only.npy,700b7e6e3a7b064755e2435bbe8135a5b7ad3daff3af71a19b33777e0f263b01,240,14,42,cuda,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp,176.5131826432,0.0001,20
WalkingWithDog_v_WalkingWithDog_g03_c01,WalkingWithDog,no_trajectory,experiments_icassp4_ablation_scores_20260905/WalkingWithDog_v_WalkingWithDog_g03_c01/score_maps_no_trajectory.npy,b34d739ae77dfd92d26d560f94af95fe00ca371c6a3a7f6c5aa54a2792b3cc2b,240,14,42,cuda,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g03_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/rat_dp,176.5131826432,0.0001,20
WalkingWithDog_v_WalkingWithDog_g03_c01,WalkingWithDog,videomae_only,experiments_icassp4_ablation_scores_20260905/WalkingWithDog_v_WalkingWithDog_g03_c01/score_maps_videomae_only.npy,700b7e6e3a7b064755e2435bbe8135a5b7ad3daff3af71a19b33777e0f263b01,240,14,42,cuda,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g03_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/rat_dp,176.5131826432,0.0001,20
WalkingWithDog_v_WalkingWithDog_g04_c01,WalkingWithDog,no_trajectory,experiments_icassp4_ablation_scores_20260905/WalkingWithDog_v_WalkingWithDog_g04_c01/score_maps_no_trajectory.npy,15d5298539748b31ffadf94cf7333ef6dfe514e7ae36cc49a293f44f1fb7fd88,93,14,42,cuda,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g04_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g04_c01/seed_42/rat_dp,109.8785700815,0.0001,20
WalkingWithDog_v_WalkingWithDog_g04_c01,WalkingWithDog,videomae_only,experiments_icassp4_ablation_scores_20260905/WalkingWithDog_v_WalkingWithDog_g04_c01/score_maps_videomae_only.npy,78726a72c8996d7e27ba793fa835a0c759e9cae3e49b0988eee46ed66bd4457c,93,14,42,cuda,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g04_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g04_c01/seed_42/rat_dp,109.8785700815,0.0001,20
