experiment,video_id,class,policy,seed,top_k,sigma,input_video,backend_input_video,score_maps,output_video,report
E2,BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,Motion-reference,42,30,156.017085520,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,Random,42,30,156.017085520,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,Shifted-RAT+traj,42,30,156.017085520,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,RAT-fusion,42,30,156.017085520,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,Shifted-RAT-fusion,42,30,156.017085520,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,VideoMAE-only,42,30,156.017085520,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,RAT+traj,42,40,180.153012646,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,Motion-reference,42,40,180.153012646,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,Random,42,40,180.153012646,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,Shifted-RAT+traj,42,40,180.153012646,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,RAT-fusion,42,40,180.153012646,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,Shifted-RAT-fusion,42,40,180.153012646,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,VideoMAE-only,42,40,180.153012646,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,RAT+traj,42,10,72.956409632,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Motion-reference,42,10,72.956409632,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Random,42,10,72.956409632,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Shifted-RAT+traj,42,10,72.956409632,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,RAT-fusion,42,10,72.956409632,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Shifted-RAT-fusion,42,10,72.956409632,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,VideoMAE-only,42,10,72.956409632,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,RAT+traj,42,20,103.175943963,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Motion-reference,42,20,103.175943963,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Random,42,20,103.175943963,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Shifted-RAT+traj,42,20,103.175943963,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,RAT-fusion,42,20,103.175943963,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Shifted-RAT-fusion,42,20,103.175943963,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,VideoMAE-only,42,20,103.175943963,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,RAT+traj,42,30,126.364208220,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Motion-reference,42,30,126.364208220,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Random,42,30,126.364208220,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Shifted-RAT+traj,42,30,126.364208220,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,RAT-fusion,42,30,126.364208220,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Shifted-RAT-fusion,42,30,126.364208220,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,VideoMAE-only,42,30,126.364208220,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,RAT+traj,42,40,145.912819263,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Motion-reference,42,40,145.912819263,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Random,42,40,145.912819263,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Shifted-RAT+traj,42,40,145.912819263,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,RAT-fusion,42,40,145.912819263,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Shifted-RAT-fusion,42,40,145.912819263,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,VideoMAE-only,42,40,145.912819263,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,RAT+traj,42,10,113.080999900,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Motion-reference,42,10,113.080999900,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Random,42,10,113.080999900,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Shifted-RAT+traj,42,10,113.080999900,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,RAT-fusion,42,10,113.080999900,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Shifted-RAT-fusion,42,10,113.080999900,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,VideoMAE-only,42,10,113.080999900,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,RAT+traj,42,20,159.920683705,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Motion-reference,42,20,159.920683705,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Random,42,20,159.920683705,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Shifted-RAT+traj,42,20,159.920683705,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,RAT-fusion,42,20,159.920683705,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Shifted-RAT-fusion,42,20,159.920683705,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,VideoMAE-only,42,20,159.920683705,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,RAT+traj,42,30,195.862037198,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Motion-reference,42,30,195.862037198,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Random,42,30,195.862037198,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Shifted-RAT+traj,42,30,195.862037198,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,RAT-fusion,42,30,195.862037198,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Shifted-RAT-fusion,42,30,195.862037198,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,VideoMAE-only,42,30,195.862037198,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,RAT+traj,42,40,226.161999800,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Motion-reference,42,40,226.161999800,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Random,42,40,226.161999800,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Shifted-RAT+traj,42,40,226.161999800,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,RAT-fusion,42,40,226.161999800,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Shifted-RAT-fusion,42,40,226.161999800,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,VideoMAE-only,42,40,226.161999800,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,RAT+traj,42,10,82.556481713,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,Motion-reference,42,10,82.556481713,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
E2,BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,Random,42,10,82.556481713,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,,,
