video_id,class,variant,selector_seed,score_maps,score_sha256,frames,block_grid,input_video
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,trajectory,3,extended_evidence_suite_20260906/E1_trajectory_scores/seed_3/BalanceBeam_v_BalanceBeam_g03_c01/score_maps_trajectory.npy,6a5771361f0a95cc59cdb912d10a54da5f8976a0ff5a2283006dc9ad53b30ee7,197,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,trajectory,4,extended_evidence_suite_20260906/E1_trajectory_scores/seed_4/BalanceBeam_v_BalanceBeam_g03_c01/score_maps_trajectory.npy,55b8af67238b0294845b164ad6c04eb99a8e7a3ea5122773e84cb71e2ce42e7a,197,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,trajectory,5,extended_evidence_suite_20260906/E1_trajectory_scores/seed_5/BalanceBeam_v_BalanceBeam_g03_c01/score_maps_trajectory.npy,734d6910ca907a7c5999a63f490e2eb09155615cd17fb93aee66b0852d236a25,197,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,trajectory,6,extended_evidence_suite_20260906/E1_trajectory_scores/seed_6/BalanceBeam_v_BalanceBeam_g03_c01/score_maps_trajectory.npy,736744ce7dbc7f4380bf271953644762474cd0e43c6c3583ebdca91842c0ade9,197,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,trajectory,7,extended_evidence_suite_20260906/E1_trajectory_scores/seed_7/BalanceBeam_v_BalanceBeam_g03_c01/score_maps_trajectory.npy,60cbe9f2880bf0e1b854243b7def156dfd802e9e23b06cccbb6e5acbb4237e9f,197,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,trajectory,8,extended_evidence_suite_20260906/E1_trajectory_scores/seed_8/BalanceBeam_v_BalanceBeam_g03_c01/score_maps_trajectory.npy,823f585f7c5a03995793c106b4721558b77e549bf41dba036122ac0a769b151c,197,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,trajectory,42,extended_evidence_suite_20260906/E1_trajectory_scores/seed_42/BalanceBeam_v_BalanceBeam_g03_c01/score_maps_trajectory.npy,7a76857330a6aab613484025bd3b1e5f61fdd1c87ccfd3a1fe7fc9506e141f21,197,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,trajectory,0,extended_evidence_suite_20260906/E1_trajectory_scores/seed_0/BalanceBeam_v_BalanceBeam_g10_c03/score_maps_trajectory.npy,921f9ba0a8e0dfb1db5036e9c74f2e1e99cb11948e0fbdf99b42a2dc200862e8,105,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,trajectory,1,extended_evidence_suite_20260906/E1_trajectory_scores/seed_1/BalanceBeam_v_BalanceBeam_g10_c03/score_maps_trajectory.npy,a365201326712cfff65ea421f2e809e5cf71bba451e6faf437c5f4d08cb1a6b0,105,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,trajectory,2,extended_evidence_suite_20260906/E1_trajectory_scores/seed_2/BalanceBeam_v_BalanceBeam_g10_c03/score_maps_trajectory.npy,d3cf74b478ee097315a4673a0eb18b1641ca59d6ac79981bfced76602f4217ab,105,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,trajectory,3,extended_evidence_suite_20260906/E1_trajectory_scores/seed_3/BalanceBeam_v_BalanceBeam_g10_c03/score_maps_trajectory.npy,95f528a21ba5d878bbc55d325cf084f1af5c99f330d926d5f339648dac1a2ba8,105,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,trajectory,4,extended_evidence_suite_20260906/E1_trajectory_scores/seed_4/BalanceBeam_v_BalanceBeam_g10_c03/score_maps_trajectory.npy,507a8a5721911158607f256abf8185ecf15c31322499c2356fe979e54f0ccfd7,105,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,trajectory,5,extended_evidence_suite_20260906/E1_trajectory_scores/seed_5/BalanceBeam_v_BalanceBeam_g10_c03/score_maps_trajectory.npy,5d4b09e498fd1f605b8edfdc4cb4f589c82c3bcd16663a8b18f6cc8424087aea,105,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,trajectory,6,extended_evidence_suite_20260906/E1_trajectory_scores/seed_6/BalanceBeam_v_BalanceBeam_g10_c03/score_maps_trajectory.npy,8d6b373b7b1b0b11bff66ed36bfe2f8b52bcd9bf25b4202463a3ca7992bbc210,105,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,trajectory,7,extended_evidence_suite_20260906/E1_trajectory_scores/seed_7/BalanceBeam_v_BalanceBeam_g10_c03/score_maps_trajectory.npy,8202e68f3c0d13b7cda0d42a33b574099e9e17e12a73f6ffa40a96b8d4973df7,105,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,trajectory,8,extended_evidence_suite_20260906/E1_trajectory_scores/seed_8/BalanceBeam_v_BalanceBeam_g10_c03/score_maps_trajectory.npy,1d37154636b7ca165f3d00952685c3e0434500d33fbb3b437bc7e8bb0780909c,105,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,trajectory,42,extended_evidence_suite_20260906/E1_trajectory_scores/seed_42/BalanceBeam_v_BalanceBeam_g10_c03/score_maps_trajectory.npy,4f4a71a1ef96146766aadcb7cee5352c7123336b90663c33a32865b189d8416a,105,14,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi
Basketball_v_Basketball_g01_c01,Basketball,trajectory,0,extended_evidence_suite_20260906/E1_trajectory_scores/seed_0/Basketball_v_Basketball_g01_c01/score_maps_trajectory.npy,86e7ef5a53333563f9d2f5beea7a1dc9e8ccd52ce5da0925faf17451ca918329,141,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi
Basketball_v_Basketball_g01_c01,Basketball,trajectory,1,extended_evidence_suite_20260906/E1_trajectory_scores/seed_1/Basketball_v_Basketball_g01_c01/score_maps_trajectory.npy,a9ed902dcf25f90b79c3369ae610d65da81eb826a2424ae3f116e9679428e668,141,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi
Basketball_v_Basketball_g01_c01,Basketball,trajectory,2,extended_evidence_suite_20260906/E1_trajectory_scores/seed_2/Basketball_v_Basketball_g01_c01/score_maps_trajectory.npy,75a973673f360d670133380703be79f07dd3394802a2331d8a262f0945955e45,141,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi
Basketball_v_Basketball_g01_c01,Basketball,trajectory,3,extended_evidence_suite_20260906/E1_trajectory_scores/seed_3/Basketball_v_Basketball_g01_c01/score_maps_trajectory.npy,61caaf7077ace2fde1dd295ceabe532ebe183705aa220190e340d64f9501d9c4,141,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi
Basketball_v_Basketball_g01_c01,Basketball,trajectory,4,extended_evidence_suite_20260906/E1_trajectory_scores/seed_4/Basketball_v_Basketball_g01_c01/score_maps_trajectory.npy,09bdcaf3a8cf00df6afe2579419d2c55b386ab53ff264e59ae366c9735eb477c,141,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi
Basketball_v_Basketball_g01_c01,Basketball,trajectory,5,extended_evidence_suite_20260906/E1_trajectory_scores/seed_5/Basketball_v_Basketball_g01_c01/score_maps_trajectory.npy,8560a492fe906cb8425657744bf68c007fd1c8a8eaa95c55316618e5a8c594e1,141,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi
Basketball_v_Basketball_g01_c01,Basketball,trajectory,6,extended_evidence_suite_20260906/E1_trajectory_scores/seed_6/Basketball_v_Basketball_g01_c01/score_maps_trajectory.npy,e91005cf46cea43c33ab3e0fceafdcec8d773bf5913809dbec9072801323c627,141,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi
Basketball_v_Basketball_g01_c01,Basketball,trajectory,7,extended_evidence_suite_20260906/E1_trajectory_scores/seed_7/Basketball_v_Basketball_g01_c01/score_maps_trajectory.npy,cb92575d087a6910bb4319a9928fa3f19c7d7b83c27b197c558d6ba80ab1e0c3,141,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi
Basketball_v_Basketball_g01_c01,Basketball,trajectory,8,extended_evidence_suite_20260906/E1_trajectory_scores/seed_8/Basketball_v_Basketball_g01_c01/score_maps_trajectory.npy,2c4223b4e3bd336174b60a9f53ea0da233c483cadc6f2368a38bddf37ec67942,141,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi
Basketball_v_Basketball_g01_c01,Basketball,trajectory,42,extended_evidence_suite_20260906/E1_trajectory_scores/seed_42/Basketball_v_Basketball_g01_c01/score_maps_trajectory.npy,f4e2be01961080f9e23781261ad34a3cb7c4c839a322ecc0c9ee2add0fbeba24,141,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi
Basketball_v_Basketball_g02_c01,Basketball,trajectory,0,extended_evidence_suite_20260906/E1_trajectory_scores/seed_0/Basketball_v_Basketball_g02_c01/score_maps_trajectory.npy,d5297f064d523b29236687925ddc7b788863941361a4f7b7a99ede2a51cd29f3,53,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi
Basketball_v_Basketball_g02_c01,Basketball,trajectory,1,extended_evidence_suite_20260906/E1_trajectory_scores/seed_1/Basketball_v_Basketball_g02_c01/score_maps_trajectory.npy,a00a67fb932435d268fa96541c3476d3c77bb508202a9c522675cd148e466c5d,53,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi
Basketball_v_Basketball_g02_c01,Basketball,trajectory,2,extended_evidence_suite_20260906/E1_trajectory_scores/seed_2/Basketball_v_Basketball_g02_c01/score_maps_trajectory.npy,8fb3adf03f96453cdeed7f10ee1976e257f0a599cdb20710487d5b6e67294047,53,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi
Basketball_v_Basketball_g02_c01,Basketball,trajectory,3,extended_evidence_suite_20260906/E1_trajectory_scores/seed_3/Basketball_v_Basketball_g02_c01/score_maps_trajectory.npy,c53204859bdc4661f812012b38f0c3221ad2cae040200a52ca6145f9d2e662cd,53,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi
Basketball_v_Basketball_g02_c01,Basketball,trajectory,4,extended_evidence_suite_20260906/E1_trajectory_scores/seed_4/Basketball_v_Basketball_g02_c01/score_maps_trajectory.npy,cf6f4607183db24e9dcb1dd648c0042242fae821f22b9e487271dde34056a1fa,53,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi
Basketball_v_Basketball_g02_c01,Basketball,trajectory,5,extended_evidence_suite_20260906/E1_trajectory_scores/seed_5/Basketball_v_Basketball_g02_c01/score_maps_trajectory.npy,8b8ca15f8621f78b4a4625a7713467e88bf99b7bde19579fe0140b137d547c58,53,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi
Basketball_v_Basketball_g02_c01,Basketball,trajectory,6,extended_evidence_suite_20260906/E1_trajectory_scores/seed_6/Basketball_v_Basketball_g02_c01/score_maps_trajectory.npy,c75fe6e971faa11eb6f9e59ca5eb05b07bc1cb4450cc3979eb3f86f1a1b78967,53,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi
Basketball_v_Basketball_g02_c01,Basketball,trajectory,7,extended_evidence_suite_20260906/E1_trajectory_scores/seed_7/Basketball_v_Basketball_g02_c01/score_maps_trajectory.npy,9a43d6087291fb1ee7469ddeac7fd893b1e2cb6ede19804b503a6dba91af6fb8,53,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi
Basketball_v_Basketball_g02_c01,Basketball,trajectory,8,extended_evidence_suite_20260906/E1_trajectory_scores/seed_8/Basketball_v_Basketball_g02_c01/score_maps_trajectory.npy,b97bd8375b7eb35a43a331bd5bd9f548b5fffde8539cf21f080a282c62845f00,53,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi
Basketball_v_Basketball_g02_c01,Basketball,trajectory,42,extended_evidence_suite_20260906/E1_trajectory_scores/seed_42/Basketball_v_Basketball_g02_c01/score_maps_trajectory.npy,3455b0b4f1b4a5011bb45ebe6354b57ab0a51409a1753f2df3073bfb13c760b6,53,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g02_c01.avi
Basketball_v_Basketball_g03_c01,Basketball,trajectory,0,extended_evidence_suite_20260906/E1_trajectory_scores/seed_0/Basketball_v_Basketball_g03_c01/score_maps_trajectory.npy,07735b7b60e46e6b4ecac0bdbe7de29c84027d7bd07767b24f0cd698fe0f5dad,138,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi
Basketball_v_Basketball_g03_c01,Basketball,trajectory,1,extended_evidence_suite_20260906/E1_trajectory_scores/seed_1/Basketball_v_Basketball_g03_c01/score_maps_trajectory.npy,d136d8d1277d5adb6cd3ed2a4cde15d02413359dc84bd542b967a45029d1f523,138,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi
Basketball_v_Basketball_g03_c01,Basketball,trajectory,2,extended_evidence_suite_20260906/E1_trajectory_scores/seed_2/Basketball_v_Basketball_g03_c01/score_maps_trajectory.npy,5c39ceea96632cc455c45698a91b49d7bf60f09c17365c74fcf76a3a0b548117,138,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi
Basketball_v_Basketball_g03_c01,Basketball,trajectory,3,extended_evidence_suite_20260906/E1_trajectory_scores/seed_3/Basketball_v_Basketball_g03_c01/score_maps_trajectory.npy,2457edc3863a6a4904ba60bd84625ea7448a8df43c4b68c84ff3a9821371bec4,138,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi
Basketball_v_Basketball_g03_c01,Basketball,trajectory,4,extended_evidence_suite_20260906/E1_trajectory_scores/seed_4/Basketball_v_Basketball_g03_c01/score_maps_trajectory.npy,d555e5ad142802f574c49ec698958a68959345c028701571148103011d927bca,138,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi
Basketball_v_Basketball_g03_c01,Basketball,trajectory,5,extended_evidence_suite_20260906/E1_trajectory_scores/seed_5/Basketball_v_Basketball_g03_c01/score_maps_trajectory.npy,0ef86f8b52cb2c74eafe3283b13ff4fc4da7bb0802275740231bca45060b1394,138,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi
Basketball_v_Basketball_g03_c01,Basketball,trajectory,6,extended_evidence_suite_20260906/E1_trajectory_scores/seed_6/Basketball_v_Basketball_g03_c01/score_maps_trajectory.npy,69985125b3436c516c8044bdf5292fc12ef3de2d0d15ea1a81ef186c6929ea58,138,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi
Basketball_v_Basketball_g03_c01,Basketball,trajectory,7,extended_evidence_suite_20260906/E1_trajectory_scores/seed_7/Basketball_v_Basketball_g03_c01/score_maps_trajectory.npy,beaadde31e47b43622e78515d5f06e383040aa5590f74c645909fe3a15870600,138,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi
Basketball_v_Basketball_g03_c01,Basketball,trajectory,8,extended_evidence_suite_20260906/E1_trajectory_scores/seed_8/Basketball_v_Basketball_g03_c01/score_maps_trajectory.npy,5b025c62eb9980352291bd02a583d3f4ecf3ae68db5fd058fe302d106c1d0988,138,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi
Basketball_v_Basketball_g03_c01,Basketball,trajectory,42,extended_evidence_suite_20260906/E1_trajectory_scores/seed_42/Basketball_v_Basketball_g03_c01/score_maps_trajectory.npy,3e661d80f36984055f795d33a84c7c75ff025ac178392f8cea780d53f23acfd5,138,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g03_c01.avi
Basketball_v_Basketball_g04_c01,Basketball,trajectory,0,extended_evidence_suite_20260906/E1_trajectory_scores/seed_0/Basketball_v_Basketball_g04_c01/score_maps_trajectory.npy,1a06c74f15d3e2082dac6039680d0ca4cb75cb7eab6d671759470054762f9629,109,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g04_c01.avi
Basketball_v_Basketball_g04_c01,Basketball,trajectory,1,extended_evidence_suite_20260906/E1_trajectory_scores/seed_1/Basketball_v_Basketball_g04_c01/score_maps_trajectory.npy,59521d1d23487ee219a134c911126446ff96e1224cc5c857e99491d40a9cf038,109,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g04_c01.avi
Basketball_v_Basketball_g04_c01,Basketball,trajectory,2,extended_evidence_suite_20260906/E1_trajectory_scores/seed_2/Basketball_v_Basketball_g04_c01/score_maps_trajectory.npy,ecb77fe29c121544ce58d676770589534b304afe8143da803130235d9dcf7290,109,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g04_c01.avi
Basketball_v_Basketball_g04_c01,Basketball,trajectory,3,extended_evidence_suite_20260906/E1_trajectory_scores/seed_3/Basketball_v_Basketball_g04_c01/score_maps_trajectory.npy,092215d0fdb6dcf1068236137bb89e81a951211c6c4286f2db492fd89213b34d,109,14,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g04_c01.avi
